trial,intents,dim,learning_rate,weight_decay,dropout,router_dropout,epoch,loss,rank_loss,next_loss,route_loss,validation_lambda_z,validation_lambda_next,validation_lambda_fine,validation_Recall@10,validation_NDCG@10,validation_MRR@10,validation_Recall@20,validation_NDCG@20,validation_MRR@20
1,32,64,0.0005,0.0001,0.15,0.1,1,21.231963317349273,20.449186388051736,3.5173065639891714,0.5004515223345667,0.2,0.1,0.2,0.06845585375340335,0.03867271794901069,0.029676705376822064,0.09295993776740567,0.04478688148491893,0.03131223217477918
1,32,64,0.0005,0.0001,0.15,0.1,2,19.789164075311625,19.02702199962904,3.4934769216573462,0.3689476319079129,0.1,0.2,0.2,0.06651108518086347,0.03812570164830867,0.02950352836583875,0.08868144690781797,0.043714440756884146,0.031025586227194903
1,32,64,0.0005,0.0001,0.15,0.1,3,19.218749716596783,18.464684967724782,3.48788331814532,0.2942889023501918,0.1,0.2,0.2,0.06884480746791131,0.03853757870244995,0.029349644693868727,0.09257098405289771,0.044436883990049435,0.0309164928289078
1,32,64,0.0005,0.0001,0.15,0.1,4,18.677281141281128,17.92785201657493,3.4841461541517726,0.2514450304069609,0.1,0.2,0.2,0.07117852975495916,0.04060596462654234,0.031370043155340706,0.0941267989109296,0.04636267122786277,0.032925082443616756
1,32,64,0.0005,0.0001,0.15,0.1,5,18.474386314176165,17.728613246161984,3.483274070721752,0.22150497728923582,0.2,0.1,0.2,0.06884480746791131,0.03954877233333799,0.03069138066220914,0.09023726176584987,0.04492906226168299,0.03215404514251019
1,32,64,0.0005,0.0001,0.15,0.1,6,18.144001038569325,17.40084542643349,3.4817701218263157,0.2011517012175524,0.2,0.2,0.1,0.07040062232594321,0.03961419102660182,0.03036246781871053,0.09140412290937379,0.04493783039715451,0.03183101308451277
1,32,64,0.0005,0.0001,0.15,0.1,7,17.886679067926586,17.145611720265084,3.479960117699965,0.18519218111375593,0.05,0.2,0.2,0.07156748346946713,0.03937569404331015,0.029627314428948035,0.09373784519642163,0.04487452882841692,0.031080226764421032
1,32,64,0.0005,0.0001,0.15,0.1,8,17.696566379295206,16.956621660376495,3.4799335295299314,0.17477479450545222,0.05,0.2,0.2,0.07156748346946713,0.039918178459954705,0.030325115914380793,0.09529366005445351,0.04583121607504449,0.031905701060512465
1,32,64,0.0005,0.0001,0.15,0.1,9,17.603180273523872,16.864483347478902,3.478532998067028,0.16676681798021747,0.05,0.2,0.2,0.06884480746791131,0.03872648970975131,0.02954659109851642,0.09179307662388175,0.044493673187876254,0.03111030100189671
2,32,64,0.001,0.0001,0.15,0.1,1,20.90796582991222,20.13460565737958,3.5078005138433204,0.4303132751077976,0.1,0.2,0.2,0.0676779463243874,0.038619429451194065,0.029781969834478592,0.09334889148191365,0.045028703392576544,0.03149828372958957
2,32,64,0.001,0.0001,0.15,0.1,2,19.403191674430417,18.651911170977467,3.4893813290685975,0.24871977264026426,0.0,0.2,0.2,0.06923376118241929,0.038810736755380326,0.02963518611126546,0.08945935433683391,0.04386367458105034,0.03099145919806948
2,32,64,0.001,0.0001,0.15,0.1,3,18.758307897819662,18.01201335439142,3.4899162751323773,0.19358742068398674,0.1,0.2,0.2,0.0676779463243874,0.038625841482160105,0.02981021528279405,0.09101516919486581,0.044420627218250436,0.031345286990655134
2,32,64,0.001,0.0001,0.15,0.1,4,18.324871569309593,17.581901172422015,3.4884014039669395,0.17055557429228188,0.05,0.2,0.2,0.07001166861143523,0.03984550625005907,0.030644922301865125,0.09373784519642163,0.045744054478240474,0.03221289680967945
2,32,64,0.001,0.0001,0.15,0.1,5,18.11099411406607,17.369385354923754,3.489356574022545,0.15834518592312652,0.0,0.2,0.2,0.07001166861143523,0.03960672384556293,0.030422663036432,0.09373784519642163,0.045514125428464274,0.03199808874213071
2,32,64,0.001,0.0001,0.15,0.1,6,17.785860018910103,17.04514868979184,3.48848538353758,0.15375365162233137,0.0,0.2,0.2,0.06806690003889537,0.038733520712881074,0.029771011217919034,0.09490470633994555,0.04554425817331515,0.031655371622126914
2,32,64,0.001,0.0001,0.15,0.1,7,17.572382667154635,16.832237819455706,3.4876737054788842,0.15163708337635365,0.1,0.2,0.2,0.06884480746791131,0.03930827532901199,0.030336383224364556,0.09179307662388175,0.04512657905075561,0.03194381826241652
2,32,64,0.001,0.0001,0.15,0.1,8,17.427050428570443,16.687111463186877,3.487411233614076,0.15112852277058475,0.1,0.2,0.2,0.06806690003889537,0.03900906250299872,0.03015440845079118,0.09140412290937379,0.04493642709198675,0.03179634135909356
2,32,64,0.001,0.0001,0.15,0.1,9,17.346399145306282,16.6068799000866,3.486262562139979,0.15161138674560584,0.0,0.2,0.2,0.06845585375340335,0.0386788564281762,0.029583171269285623,0.09257098405289771,0.04476702488695106,0.03125094128219907
3,64,64,0.0005,0.0001,0.15,0.1,1,21.439700011937123,20.503426879082085,4.256954422536886,0.4985947563963116,0.1,0.2,0.2,0.06612213146635551,0.03874876736871057,0.03039981972304026,0.09062621548035783,0.0448911193916419,0.032058828529163884
3,64,64,0.0005,0.0001,0.15,0.1,2,19.802817502111758,18.90298036359391,4.1680619221813275,0.3786678145516594,0.1,0.2,0.05,0.06806690003889537,0.03827042167394125,0.029300716786131022,0.09023726176584987,0.0438176577370089,0.03079285728968184
3,64,64,0.0005,0.0001,0.15,0.1,3,19.277602699567687,18.38684509385307,4.15886214094342,0.3057309462214416,0.0,0.2,0.0,0.06690003889537145,0.038349370222964585,0.02967222932217098,0.09140412290937379,0.04445412459845483,0.03130009118969095
3,64,64,0.0005,0.0001,0.15,0.1,4,18.893811171909547,18.007830241941058,4.156925723237811,0.25955055794625914,0.2,0.2,0.0,0.06806690003889537,0.03870738844744488,0.029846486760139037,0.09295993776740567,0.04494876849601989,0.03153288629154834
3,64,64,0.0005,0.0001,0.15,0.1,5,18.605718477716987,17.721853436164135,4.159250043473154,0.2304954021325651,0.0,0.2,0.1,0.07040062232594321,0.03927098105759382,0.029858834497107547,0.09179307662388175,0.044671505341918556,0.03133655873404294
3,64,64,0.0005,0.0001,0.15,0.1,6,18.252692838884748,17.36963548975171,4.159222661324267,0.21292725964537207,0.0,0.2,0.1,0.07040062232594321,0.03933819156239298,0.02994002086767548,0.09257098405289771,0.044892970575874526,0.03143592902629754
3,64,64,0.0005,0.0001,0.15,0.1,7,18.038028532604002,17.15568167645976,4.161978807089464,0.20072245372916167,0.0,0.2,0.2,0.06728899260987943,0.03860719382669724,0.029828428194822593,0.09218203033838973,0.0448302036753762,0.03149871378780273
3,64,64,0.0005,0.0001,0.15,0.1,8,17.866810357795572,16.985103692648547,4.164248848861119,0.1918915628262286,0.05,0.2,0.1,0.0676779463243874,0.038439789737558204,0.029566193130953926,0.09218203033838973,0.04457695722629343,0.03121901147571189
3,64,64,0.0005,0.0001,0.15,0.1,9,17.755656539269214,16.875261396731972,4.165110412633644,0.18098123751158984,0.0,0.2,0.0,0.0676779463243874,0.038436357475379816,0.02953902810962321,0.09062621548035783,0.044189245363861894,0.03108871560468499
3,64,64,0.0005,0.0001,0.15,0.1,10,17.50429782327616,16.624916517509604,4.166228469812645,0.17095414872439402,0.05,0.1,0.2,0.06884480746791131,0.03870943884540189,0.029578695214634538,0.09257098405289771,0.04467983541373996,0.031201910315141
3,64,64,0.0005,0.0001,0.15,0.1,11,17.313250595668578,16.434965373368335,4.165569521346182,0.162249097987166,0.0,0.2,0.0,0.06845585375340335,0.038620270505584024,0.029549986726182764,0.09295993776740567,0.04469727121259322,0.031154116880298288
4,64,64,0.001,0.0001,0.15,0.1,1,21.055348771922993,20.136655855853604,4.210016340579626,0.43431963223331377,0.05,0.2,0.2,0.06690003889537145,0.03870381491262866,0.030089119791570203,0.08984830805134189,0.04438840932706311,0.031588281388009364
4,64,64,0.001,0.0001,0.15,0.1,2,19.494878188619072,18.60651458659262,4.166486132819697,0.25820408522520427,0.0,0.2,0.0,0.06845585375340335,0.03837238416480348,0.029290992943268326,0.09062621548035783,0.04386053556641018,0.030735612183016733
4,64,64,0.001,0.0001,0.15,0.1,3,18.963979757057047,18.08234791035922,4.165949947429153,0.1820721613629809,0.05,0.2,0.2,0.06690003889537145,0.038354482582022294,0.029640125206052862,0.09101516919486581,0.04443319541636778,0.031299044489813646
4,64,64,0.001,0.0001,0.15,0.1,4,18.403027822386544,17.522224990826732,4.172166986285515,0.1492031087290566,0.05,0.2,0.2,0.07117852975495916,0.03993069005458102,0.030408154445494003,0.09257098405289771,0.045251891060178455,0.031822022594878444
4,64,64,0.001,0.0001,0.15,0.1,5,18.2027167374233,17.322542689881235,4.177846728630786,0.13255842550183242,0.0,0.2,0.1,0.06806690003889537,0.03891171171225286,0.030065196051193715,0.09062621548035783,0.04457387571053624,0.03159715320621137
4,64,64,0.001,0.0001,0.15,0.1,6,17.8942874692521,17.015350751157076,4.17902372918039,0.12208197069055629,0.1,0.2,0.05,0.06690003889537145,0.038793422981540975,0.030247942558327624,0.09101516919486581,0.044832863240924344,0.03187771099654117
4,64,64,0.001,0.0001,0.15,0.1,7,17.65910248711424,16.7800250705683,4.178966796623086,0.12165067218384652,0.0,0.2,0.2,0.06962271489692727,0.03953655785864377,0.030364165632543696,0.09179307662388175,0.04503960521655479,0.03181869453003006
4,64,64,0.001,0.0001,0.15,0.1,8,17.488932623053497,16.610588276161337,4.179370047911158,0.11767470513312321,0.0,0.2,0.1,0.06806690003889537,0.03877823527190191,0.02991841232798059,0.08868144690781797,0.043942265304507844,0.03131005077310498
4,64,64,0.001,0.0001,0.15,0.1,9,17.4066770661552,16.52963714779548,4.179221944988899,0.11228611657641968,0.05,0.2,0.2,0.06962271489692727,0.0394630078158788,0.030225099244935886,0.09101516919486581,0.044740118490724366,0.03160332713651585
